id,outlet,outlet_id,category,bias_label,source_type,title,summary,link,published,author,outlet_weight,baseline_expected_hype,full_text,subjectivity_score,superlative_density,clickbait_syntax,vague_authority_score,unsubstantiated_score,ner_count,entities,hype_score,hype_tier,is_flagged
cnbc_markets_0033,CNBC Markets,cnbc_markets,Financial Media,Sensational Financial Broadcast,rss,WARNING: Tech Giants Face Massive AI Bloodbath as Capital Expenditures Skyrocket,Sources say big tech spending is totally out of control! Analysts claim a violent 20% correction is guaranteed unless earnings double instantly.,https://example.com/cnbc_markets/cnbc_markets_0033,2026-09-10T12:00:00Z,CNBC Markets Staff,1.2,0.79,,0.5861,1.0,0.4186,0.9,0.0,2,"['Capital Expenditures Skyrocket', 'Tech Giants Face Massive']",0.6399,High Hype / Sensational,True
cnbc_markets_0034,CNBC Markets,cnbc_markets,Financial Media,Sensational Financial Broadcast,rss,Billionaire Investor Warns of Unprecedented Bubble: 'Get Ready for the Shock of Your Life',A legendary hedge fund titan claims the current stock market setup is identical to 1999 and guarantees catastrophic losses for passive index holders.,https://example.com/cnbc_markets/cnbc_markets_0034,2026-09-10T12:00:00Z,CNBC Markets Staff,1.2,0.82,,0.7,0.9459,0.0,0.0,0.85,4,"['Billionaire Investor Warns', 'Get Ready', 'Unprecedented Bubble', 'Your Life']",0.5605,High Hype / Sensational,True
cnbc_markets_0035,CNBC Markets,cnbc_markets,Financial Media,Sensational Financial Broadcast,rss,Is the Fed Making a Catastrophic Policy Mistake? Market Whispers Predict Chaos!,"Insiders warn that Jerome Powell is moving dangerously late, and many believe an emergency rate slash is the only thing standing between retail wealth and ruin.",https://example.com/cnbc_markets/cnbc_markets_0035,2026-09-10T12:00:00Z,CNBC Markets Staff,1.2,0.76,,0.7,0.0,0.105,0.9,0.85,6,"['Catastrophic Policy Mistake', 'FED', 'Fed Making', 'Jerome Powell', 'Market Whispers Predict Chaos', 'POWELL']",0.4768,Moderate Buzz,False
cnbc_markets_0036,CNBC Markets,cnbc_markets,Financial Media,Sensational Financial Broadcast,rss,Forget Apple and Microsoft: This Secret Loophole Stock Will 10x in 2026!,Experts agree that small-cap artificial intelligence plays are primed for an explosive parabolic surge that will shock traditional Wall Street analysts.,https://example.com/cnbc_markets/cnbc_markets_0036,2026-09-10T12:00:00Z,CNBC Markets Staff,1.2,0.91,,0.8167,1.0,0.105,0.0,0.85,5,"['APPLE', 'Forget Apple', 'MICROSOFT', 'WALL STREET', 'Wall Street']",0.6268,High Hype / Sensational,True
cnbc_markets_0037,CNBC Markets,cnbc_markets,Financial Media,Sensational Financial Broadcast,rss,Bitcoin Skyrockets Toward Historic All-Time High as Institutional FOMO Ignites!,"Crypto enthusiasts are stunned as Bitcoin shatters resistance! Top investors agree a $150,000 moonshot is mathematically guaranteed this quarter.",https://example.com/cnbc_markets/cnbc_markets_0037,2026-09-10T12:00:00Z,CNBC Markets Staff,1.2,0.83,,0.26,1.0,0.2418,0.45,0.0,3,"['BITCOIN', 'Bitcoin Skyrockets Toward Historic All', 'Time High']",0.4481,Moderate Buzz,False
cnbc_markets_0038,CNBC Markets,cnbc_markets,Financial Media,Sensational Financial Broadcast,rss,The Magnificent Seven Trap: Why You Must Sell Your Big Tech Shares RIGHT NOW!,"Urgent warning from top wealth advisors: retail traders are dangerously overexposed to overhyped tech names, and a brutal crash is imminent!",https://example.com/cnbc_markets/cnbc_markets_0038,2026-09-10T12:00:00Z,CNBC Markets Staff,1.2,0.86,,0.6726,1.0,0.26,0.0,0.85,0,[],0.6216,High Hype / Sensational,True
cnbc_markets_0039,CNBC Markets,cnbc_markets,Financial Media,Sensational Financial Broadcast,rss,Revolutionary Biotech Miracle: Could This Mystery Micro-Cap Cure Aging and 50x?,Insiders suggest clinical trial whispers could transform this unknown penny stock into a global pharmaceutical powerhouse overnight.,https://example.com/cnbc_markets/cnbc_markets_0039,2026-09-10T12:00:00Z,CNBC Markets Staff,1.2,0.92,,0.3,1.0,0.0,0.45,0.85,3,"['Cap Cure Aging', 'Could This Mystery Micro', 'Revolutionary Biotech Miracle']",0.5408,High Hype / Sensational,True
cnbc_markets_0040,CNBC Markets,cnbc_markets,Financial Media,Sensational Financial Broadcast,rss,Stock Market Breakout! Why the S&P 500 Is Primed for an Unstoppable Melt-Up,"Bullish momentum indicators are flashing unprecedented green signals, and top traders say bears are about to get completely annihilated!",https://example.com/cnbc_markets/cnbc_markets_0040,2026-09-10T12:00:00Z,CNBC Markets Staff,1.2,0.78,,0.525,1.0,0.21,0.0,0.85,4,"['Is Primed', 'S&P 500', 'Stock Market Breakout', 'Unstoppable Melt']",0.5728,High Hype / Sensational,True
cnbc_markets_0041,CNBC Markets,cnbc_markets,Financial Media,Sensational Financial Broadcast,rss,SHOCKING Warning From Morgan Stanley: Tech Multiples Face Brutal Reality Check,Experts predict a painful paradigm shift in equity valuations that will wipe out trillions in paper gains for speculative retail portfolios.,https://example.com/cnbc_markets/cnbc_markets_0041,2026-09-10T12:00:00Z,CNBC Markets Staff,1.2,0.75,,0.9667,1.0,0.2818,0.0,0.85,2,"['Tech Multiples Face Brutal Reality Check', 'Warning From Morgan Stanley']",0.7026,High Hype / Sensational,True
cnbc_markets_0042,CNBC Markets,cnbc_markets,Financial Media,Sensational Financial Broadcast,rss,Tesla Robotaxi Reveal: The Paradigm Shift That Could Send Shares Soaring 300%!,Elon Musk promises a historic milestone that will revolutionize autonomous transport forever. Analysts claim this is a once-in-a-lifetime wealth opportunity.,https://example.com/cnbc_markets/cnbc_markets_0042,2026-09-10T12:00:00Z,CNBC Markets Staff,1.2,0.87,,0.35,1.0,0.105,0.45,0.0,3,"['Elon Musk', 'TESLA', 'Tesla Robotaxi Reveal']",0.443,Moderate Buzz,False
cnbc_markets_0043,CNBC Markets,cnbc_markets,Financial Media,Sensational Financial Broadcast,rss,Urgent Warning for Retirees: Cash Is Trash and Your 401(k) Is in Grave Danger!,Financial gurus warn that inflation and market debasement are silently destroying retirement savings. Discover the guaranteed defensive playbook now.,https://example.com/cnbc_markets/cnbc_markets_0043,2026-09-10T12:00:00Z,CNBC Markets Staff,1.2,0.8,,0.0,1.0,0.355,0.0,0.85,3,"['Cash Is Trash', 'Grave Danger', 'Urgent Warning']",0.4664,Moderate Buzz,False
cnbc_markets_0044,CNBC Markets,cnbc_markets,Financial Media,Sensational Financial Broadcast,rss,The Energy Supercycle Is Here: 3 Breakout Oil Stocks Ready to Explode Higher!,"Market insiders reveal why global crude deficits will cause prices to skyrocket, delivering massive windfall dividends to retail investors.",https://example.com/cnbc_markets/cnbc_markets_0044,2026-09-10T12:00:00Z,CNBC Markets Staff,1.2,0.74,,0.6667,1.0,0.105,0.0,0.85,2,"['Breakout Oil Stocks Ready', 'Explode Higher']",0.5878,High Hype / Sensational,True
cnbc_markets_0045,CNBC Markets,cnbc_markets,Financial Media,Sensational Financial Broadcast,rss,Don't Miss Out! The Secret AI Infrastructure Play That Wall Street Is Hiding From You,"Everyone is talking about microchip manufacturers, but this unheralded utility provider could deliver the biggest returns of the decade!",https://example.com/cnbc_markets/cnbc_markets_0045,2026-09-10T12:00:00Z,CNBC Markets Staff,1.2,0.89,,0.7,0.0,0.4833,0.45,0.85,3,"['Infrastructure Play That Wall Street Is Hiding From You', 'Miss Out', 'WALL STREET']",0.4853,Moderate Buzz,False
yahoo_finance_0046,Yahoo Finance,yahoo_finance,Retail Finance,Retail Aggregator,rss,Nvidia vs AMD: Which Artificial Intelligence Giant Is the Better Buy Right Now?,"Investors are weighing Nvidia's dominant market share against AMD's discounted multiple, with analysts debating who will capture the next enterprise wave.",https://example.com/yahoo_finance/yahoo_finance_0046,2026-09-10T12:00:00Z,Yahoo Finance Staff,1.1,0.42,,0.506,0.0,0.0,0.0,0.85,4,"['AMD', 'Better Buy Right Now', 'NVIDIA', 'Which Artificial Intelligence Giant Is']",0.2591,Moderate Buzz,False
yahoo_finance_0047,Yahoo Finance,yahoo_finance,Retail Finance,Retail Aggregator,rss,3 Dividend Aristocrats That Can Pay Your Bills For Life in Any Economy,Building passive dividend income through dependable consumer staple companies that have increased annual payouts for over 25 consecutive years.,https://example.com/yahoo_finance/yahoo_finance_0047,2026-09-10T12:00:00Z,Yahoo Finance Staff,1.1,0.46,,0.0,0.0,0.0,0.0,0.85,2,"['Any Economy', 'Dividend Aristocrats That Can Pay Your Bills For Life']",0.13,Low Hype (Objective / Wire),False
yahoo_finance_0048,Yahoo Finance,yahoo_finance,Retail Finance,Retail Aggregator,rss,Cathie Wood Sells Tesla Shares to Double Down on High-Growth Genomic Innovator,"Ark Invest disclosed trades trimming Tesla holdings while acquiring 250,000 shares of gene-editing biotech firm ahead of pivotal phase 2 trials.",https://example.com/yahoo_finance/yahoo_finance_0048,2026-09-10T12:00:00Z,Yahoo Finance Staff,1.1,0.48,,0.3722,0.0,0.0,0.0,0.85,5,"['Ark Invest', 'Cathie Wood Sells Tesla Shares', 'Double Down', 'Growth Genomic Innovator', 'TESLA']",0.225,Low Hype (Objective / Wire),False
yahoo_finance_0049,Yahoo Finance,yahoo_finance,Retail Finance,Retail Aggregator,rss,Why S&P 500 Index Funds Remain the Undisputed Core of Wealth Building,Historical analysis demonstrates why low-cost broad index tracking consistently outperforms over 85% of active mutual fund managers over 15-year spans.,https://example.com/yahoo_finance/yahoo_finance_0049,2026-09-10T12:00:00Z,Yahoo Finance Staff,1.1,0.31,,0.2906,0.0,0.0,0.0,0.0,4,"['Index Funds Remain', 'S&P 500', 'Undisputed Core', 'Wealth Building']",0.0741,Low Hype (Objective / Wire),False
